gene,transcripts,chromosome,position,strand,annotation source
OBSCN,ENST00000483539.1,chr1,228468473,+,GENCODE
OBSL1,ENST00000404537.1,chr2,220436010,-,GENCODE
OC90,ENST00000254627.3,chr8,133071626,-,GENCODE
OCA2,ENST00000354638.3,chr15,28344503,-,GENCODE
OCEL1,ENST00000215061.4,chr19,17337012,+,GENCODE
OCIAD1,"ENST00000264312.7,ENST00000381473.3",chr4,48833090,+,GENCODE
OCIAD1,"ENST00000508293.1,ENST00000513391.2",chr4,48833340,+,GENCODE
OCIAD2,ENST00000508632.1,chr4,48908844,-,GENCODE
OCLM,ENST00000574641.1,chr1,186369703,+,GENCODE
OCLN,ENST00000355237.2,chr5,68788118,+,GENCODE
OCLN,ENST00000396442.2,chr5,68788616,+,GENCODE
OCM,ENST00000242104.5,chr7,5920428,+,GENCODE
OCM,ENST00000416608.1,chr7,5919457,+,GENCODE
OCM2,ENST00000257627.4,chr7,97619507,-,GENCODE
OCRL,ENST00000371113.4,chrX,128674251,+,GENCODE
OCSTAMP,ENST00000279028.2,chr20,45179212,-,GENCODE
ODAM,ENST00000396094.2,chr4,71062212,+,GENCODE
ODC1,ENST00000234111.4,chr2,10588629,-,GENCODE
ODC1,ENST00000405333.1,chr2,10587905,-,GENCODE
ODF1,ENST00000285402.3,chr8,103563799,+,GENCODE
ODF2,ENST00000351030.3,chr9,131218407,+,GENCODE
ODF2,ENST00000372807.5,chr9,131222837,+,GENCODE
ODF2L,ENST00000370566.3,chr1,86862022,-,GENCODE
ODF3,ENST00000325113.4,chr11,196737,+,GENCODE
ODF3B,ENST00000329363.4,chr22,50971007,-,GENCODE
ODF3B,ENST00000428989.2,chr22,50970505,-,GENCODE
ODF3L1,ENST00000332145.2,chr15,76016317,+,GENCODE
ODF3L2,"ENST00000315489.4,ENST00000382696.3",chr19,474930,-,GENCODE
ODF4,ENST00000328248.2,chr17,8243181,+,GENCODE
OFCC1,ENST00000316020.6,chr6,9977800,-,GENCODE
OFD1,"ENST00000340096.6,ENST00000380550.3,ENST00000380567.1,ENST00000398395.3",chrX,13752851,+,GENCODE
OGDH,ENST00000449767.1,chr7,44646189,+,GENCODE
OGDHL,ENST00000374103.4,chr10,50970368,-,GENCODE
OGFOD1,ENST00000566157.1,chr16,56485401,+,GENCODE
OGFOD2,ENST00000228922.7,chr12,123459766,+,GENCODE
OGFOD3,ENST00000313056.5,chr17,80376512,-,GENCODE
OGFR,ENST00000290291.6,chr20,61436186,+,GENCODE
OGFR,ENST00000370461.1,chr20,61437237,+,GENCODE
OGFRL1,ENST00000370435.4,chr6,71998505,+,GENCODE
OGG1,ENST00000344629.7,chr3,9791627,+,GENCODE
OGN,"ENST00000262551.4,ENST00000375561.5",chr9,95166867,-,GENCODE
OGT,"ENST00000373701.3,ENST00000373719.3",chrX,70752952,+,GENCODE
OIP5,ENST00000220514.3,chr15,41624818,-,GENCODE
OIT3,ENST00000334011.5,chr10,74653338,+,GENCODE
OLA1,ENST00000284719.3,chr2,175113425,-,GENCODE
OLAH,ENST00000378228.3,chr10,15085894,+,GENCODE
OLFM1,ENST00000371793.3,chr9,137979584,+,GENCODE
OLFM2,ENST00000264833.4,chr19,10047227,-,GENCODE
OLFM3,ENST00000338858.5,chr1,102312528,-,GENCODE
OLFM4,ENST00000219022.2,chr13,53602893,+,GENCODE
OLFML1,"ENST00000329293.3,ENST00000530135.1",chr11,7506665,+,GENCODE
OLFML2A,ENST00000373580.3,chr9,127539549,+,GENCODE
OLFML2B,ENST00000294794.3,chr1,161993643,-,GENCODE
OLFML2B,ENST00000367940.2,chr1,161993429,-,GENCODE
OLFML3,ENST00000320334.4,chr1,114522064,+,GENCODE
OLIG1,ENST00000382348.1,chr21,34442449,+,GENCODE
OLIG2,"ENST00000333337.3,ENST00000382357.3",chr21,34398197,+,GENCODE
OLIG3,ENST00000367734.2,chr6,137815530,-,GENCODE
OLR1,ENST00000309539.3,chr12,10324736,-,GENCODE
OMA1,ENST00000371226.3,chr1,59012471,-,GENCODE
OMD,ENST00000375550.4,chr9,95186742,-,GENCODE
OMG,ENST00000247271.4,chr17,29624428,-,GENCODE
OMP,ENST00000529803.1,chr11,76813885,+,GENCODE
ONECUT1,ENST00000305901.5,chr15,53082208,-,GENCODE
ONECUT2,ENST00000491143.2,chr18,55102916,+,GENCODE
ONECUT3,ENST00000382349.4,chr19,1752371,+,GENCODE
OOEP,ENST00000370359.5,chr6,74079514,-,GENCODE
OOSP1,ENST00000398992.1,chr11,59705927,+,GENCODE
OPA1,"ENST00000361510.2,ENST00000361828.2,ENST00000392438.3",chr3,193310932,+,GENCODE
OPA3,ENST00000323060.3,chr19,46088099,-,GENCODE
OPALIN,ENST00000371172.3,chr10,98119058,-,GENCODE
OPCML,ENST00000331898.7,chr11,132813565,-,GENCODE
OPHN1,ENST00000355520.5,chrX,67653646,-,GENCODE
OPLAH,ENST00000426825.1,chr8,145115583,-,GENCODE
OPN1LW,ENST00000369951.4,chrX,153409697,+,GENCODE
OPN1MW,ENST00000369935.5,chrX,153448106,+,GENCODE
OPN1MW2,ENST00000369929.4,chrX,153485224,+,GENCODE
OPN1SW,ENST00000249389.2,chr7,128415843,-,GENCODE
OPN3,ENST00000366554.2,chr1,241803662,-,GENCODE
OPN4,ENST00000241891.5,chr10,88414373,+,GENCODE
OPN5,"ENST00000371211.2,ENST00000393699.2",chr6,47749788,+,GENCODE
OPRD1,ENST00000234961.2,chr1,29138653,+,GENCODE
OPRK1,ENST00000265572.3,chr8,54164256,-,GENCODE
OPRK1,ENST00000520287.1,chr8,54163971,-,GENCODE
OPRL1,"ENST00000336866.2,ENST00000355631.4",chr20,62711536,+,GENCODE
OPRL1,ENST00000349451.3,chr20,62716368,+,GENCODE
OPRM1,"ENST00000330432.7,ENST00000428397.2,ENST00000524163.1",chr6,154360518,+,GENCODE
OPTC,ENST00000367222.2,chr1,203463270,+,GENCODE
OPTN,"ENST00000263036.5,ENST00000378764.2",chr10,13141525,+,GENCODE
OPTN,"ENST00000378747.3,ENST00000378748.3,ENST00000378752.3,ENST00000378757.2",chr10,13142184,+,GENCODE
OR10A2,ENST00000307322.4,chr11,6890923,+,GENCODE
OR10A3,ENST00000360759.3,chr11,7961140,-,GENCODE
OR10A4,ENST00000379829.2,chr11,6897855,+,GENCODE
OR10A5,ENST00000299454.4,chr11,6866882,+,GENCODE
OR10A6,ENST00000309838.2,chr11,7950208,-,GENCODE
OR10A7,ENST00000326258.1,chr12,55614808,+,GENCODE
OR10AD1,ENST00000310248.2,chr12,48597169,-,GENCODE
OR10AG1,ENST00000312345.2,chr11,55735989,-,GENCODE
OR10C1,ENST00000444197.2,chr6,29407082,+,GENCODE
OR10G2,ENST00000542433.1,chr14,22103095,-,GENCODE
OR10G3,ENST00000303532.1,chr14,22038874,-,GENCODE
OR10G4,ENST00000320891.4,chr11,123886281,+,GENCODE
OR10G7,ENST00000330487.5,chr11,123909716,-,GENCODE
OR10G8,ENST00000431524.1,chr11,123900296,+,GENCODE
OR10G9,ENST00000375024.1,chr11,123893719,+,GENCODE
OR10H1,ENST00000334920.2,chr19,15918935,-,GENCODE
OR10H2,ENST00000305899.3,chr19,15838833,+,GENCODE
OR10H3,ENST00000305892.1,chr19,15852202,+,GENCODE
OR10H4,ENST00000322107.1,chr19,16059817,+,GENCODE
OR10H5,ENST00000308940.8,chr19,15904760,+,GENCODE
OR10J1,ENST00000423932.3,chr1,159409511,+,GENCODE
OR10J3,ENST00000332217.5,chr1,159284448,-,GENCODE
OR10J5,ENST00000334857.2,chr1,159505841,-,GENCODE
OR10K1,ENST00000289451.2,chr1,158435271,+,GENCODE
OR10K2,ENST00000314902.2,chr1,158390655,-,GENCODE
OR10P1,ENST00000309675.2,chr12,56030643,+,GENCODE
OR10Q1,ENST00000316770.2,chr11,57996389,-,GENCODE
OR10R2,ENST00000368152.1,chr1,158449667,+,GENCODE
OR10S1,ENST00000531945.1,chr11,123848487,-,GENCODE
OR10T2,ENST00000334438.1,chr1,158369255,-,GENCODE
OR10V1,ENST00000307552.2,chr11,59481336,-,GENCODE
OR10W1,ENST00000395079.2,chr11,58035731,-,GENCODE
OR10X1,ENST00000368150.1,chr1,158549688,-,GENCODE
OR10Z1,ENST00000361284.1,chr1,158576228,+,GENCODE
OR11A1,ENST00000377147.2,chr6,29395508,-,GENCODE
OR11A1,ENST00000377148.1,chr6,29396242,-,GENCODE
OR11A1,ENST00000377149.1,chr6,29424847,-,GENCODE
OR11G2,ENST00000357366.3,chr14,20665494,+,GENCODE
OR11H1,ENST00000252835.4,chr22,16449804,-,GENCODE
OR11H12,ENST00000550708.1,chr14,19377521,+,GENCODE
OR11H4,ENST00000315409.2,chr14,20710897,+,GENCODE
OR11H6,ENST00000315519.2,chr14,20691790,+,GENCODE
OR11L1,ENST00000355784.2,chr1,248005253,-,GENCODE
OR12D2,ENST00000383555.2,chr6,29364415,+,GENCODE
OR12D3,ENST00000396806.3,chr6,29343067,-,GENCODE
OR13A1,ENST00000374401.2,chr10,45802906,-,GENCODE
OR13A1,ENST00000536058.1,chr10,45803285,-,GENCODE
OR13A1,ENST00000553795.1,chr10,45811055,-,GENCODE
OR13C2,ENST00000542196.1,chr9,107367950,-,GENCODE
OR13C3,ENST00000374781.2,chr9,107299136,-,GENCODE
OR13C4,ENST00000277216.3,chr9,107289489,-,GENCODE
OR13C5,ENST00000374779.2,chr9,107361787,-,GENCODE
OR13C8,ENST00000335040.1,chr9,107331448,+,GENCODE
OR13C9,ENST00000259362.1,chr9,107380484,-,GENCODE
OR13D1,ENST00000318763.5,chr9,107456659,+,GENCODE
OR13F1,ENST00000334726.2,chr9,107266454,+,GENCODE
OR13G1,ENST00000359688.2,chr1,247836364,-,GENCODE
OR13H1,ENST00000338616.3,chrX,130677949,+,GENCODE
OR13J1,ENST00000377981.2,chr9,35870460,-,GENCODE
OR14A16,ENST00000357627.1,chr1,247979030,-,GENCODE
OR14C36,ENST00000317861.1,chr1,248512076,+,GENCODE
OR14I1,ENST00000342623.3,chr1,248845628,-,GENCODE
OR14J1,ENST00000377160.2,chr6,29274402,+,GENCODE
OR1A1,ENST00000304094.1,chr17,3118914,+,GENCODE
OR1A2,ENST00000381951.1,chr17,3100812,+,GENCODE
OR1B1,ENST00000304833.3,chr9,125391851,-,GENCODE
OR1C1,ENST00000408896.2,chr1,247921981,-,GENCODE
OR1D2,ENST00000331459.1,chr17,2996289,-,GENCODE
OR1D5,ENST00000575751.1,chr17,2966900,-,GENCODE
OR1E1,ENST00000322608.2,chr17,3301703,-,GENCODE
OR1E2,ENST00000248384.1,chr17,3337134,-,GENCODE
OR1F1,ENST00000304646.2,chr16,3254246,+,GENCODE
OR1G1,ENST00000328890.2,chr17,3030874,-,GENCODE
OR1I1,ENST00000209540.2,chr19,15197790,+,GENCODE
OR1J1,ENST00000259357.2,chr9,125240234,-,GENCODE
OR1J2,ENST00000335302.5,chr9,125273080,+,GENCODE
OR1J4,ENST00000340750.1,chr9,125281419,+,GENCODE
OR1K1,ENST00000277309.2,chr9,125562369,+,GENCODE
OR1L1,ENST00000309623.1,chr9,125423994,+,GENCODE
OR1L3,ENST00000304820.2,chr9,125437314,+,GENCODE
OR1L4,ENST00000259466.1,chr9,125486268,+,GENCODE
OR1L6,ENST00000304720.2,chr9,125512126,+,GENCODE
OR1L8,ENST00000304865.2,chr9,125330837,-,GENCODE
OR1M1,ENST00000429566.3,chr19,9203854,+,GENCODE
OR1N1,ENST00000304880.2,chr9,125289571,-,GENCODE
OR1N2,ENST00000373688.2,chr9,125315390,+,GENCODE
OR1Q1,ENST00000297913.2,chr9,125376947,+,GENCODE
OR1S1,ENST00000309433.6,chr11,57982216,+,GENCODE
OR1S2,ENST00000302592.6,chr11,57971652,-,GENCODE
OR2A1,ENST00000408951.1,chr7,144015217,+,GENCODE
OR2A12,ENST00000408949.2,chr7,143792140,+,GENCODE
OR2A14,ENST00000408899.2,chr7,143826150,+,GENCODE
OR2A2,ENST00000408979.2,chr7,143806606,+,GENCODE
OR2A25,ENST00000408898.2,chr7,143771274,+,GENCODE
OR2A4,ENST00000315453.2,chr6,132022634,-,GENCODE
OR2A42,ENST00000391496.1,chr7,143929935,-,GENCODE
OR2A5,ENST00000408906.2,chr7,143747460,+,GENCODE
OR2A7,ENST00000493325.1,chr7,143956814,-,GENCODE
OR2AE1,ENST00000316368.2,chr7,99474679,-,GENCODE
OR2AG1,ENST00000307401.4,chr11,6806247,+,GENCODE
OR2AG2,ENST00000338569.2,chr11,6790285,-,GENCODE
OR2AK2,ENST00000366480.3,chr1,248128534,+,GENCODE
OR2AP1,ENST00000321688.1,chr12,55968198,+,GENCODE
OR2AT4,ENST00000305159.3,chr11,74800798,-,GENCODE
OR2B11,ENST00000318749.6,chr1,247615307,-,GENCODE
OR2B2,ENST00000303324.2,chr6,27880173,-,GENCODE
OR2B3,ENST00000377173.2,chr6,29055089,-,GENCODE
OR2B6,ENST00000244623.1,chr6,27925018,+,GENCODE
OR2C1,ENST00000304936.2,chr16,3405888,+,GENCODE
OR2C3,ENST00000366487.3,chr1,247697140,-,GENCODE
OR2D2,ENST00000299459.2,chr11,6913829,-,GENCODE
OR2D3,ENST00000317834.3,chr11,6942204,+,GENCODE
OR2F1,ENST00000392899.1,chr7,143657026,+,GENCODE
OR2F2,ENST00000408955.2,chr7,143632258,+,GENCODE
OR2G2,ENST00000320065.1,chr1,247751661,+,GENCODE
OR2G3,ENST00000320002.2,chr1,247768855,+,GENCODE
OR2G6,ENST00000343414.4,chr1,248684915,+,GENCODE
OR2H1,ENST00000377132.1,chr6,29427547,+,GENCODE
OR2H1,"ENST00000377133.1,ENST00000377136.1",chr6,29424960,+,GENCODE
OR2H1,ENST00000396792.2,chr6,29429216,+,GENCODE
OR2H1,ENST00000442615.1,chr6,29426229,+,GENCODE
OR2H2,ENST00000383640.2,chr6,29555682,+,GENCODE
OR2J2,ENST00000377167.2,chr6,29141310,+,GENCODE
OR2J3,ENST00000377169.1,chr6,29079667,+,GENCODE
OR2K2,ENST00000302681.1,chr9,114090712,-,GENCODE
OR2L13,ENST00000358120.2,chr1,248261950,+,GENCODE
OR2L13,ENST00000366478.2,chr1,248100492,+,GENCODE
OR2L2,ENST00000366479.2,chr1,248201473,+,GENCODE
OR2L3,ENST00000359959.3,chr1,248223983,+,GENCODE
OR2L5,ENST00000355281.1,chr1,248185249,+,GENCODE
OR2L8,ENST00000357191.3,chr1,248112159,+,GENCODE
OR2M2,ENST00000359682.2,chr1,248343287,+,GENCODE
OR2M3,ENST00000456743.1,chr1,248366331,+,GENCODE
OR2M4,ENST00000306687.1,chr1,248402230,+,GENCODE
OR2M5,ENST00000366476.1,chr1,248308449,+,GENCODE
OR2M7,ENST00000317965.2,chr1,248487898,-,GENCODE
OR2S2,ENST00000341959.2,chr9,35958150,-,GENCODE
OR2T1,ENST00000366474.1,chr1,248569295,+,GENCODE
OR2T10,ENST00000330500.2,chr1,248757099,-,GENCODE
OR2T11,ENST00000330803.2,chr1,248790490,-,GENCODE
OR2T12,ENST00000317996.1,chr1,248458879,-,GENCODE
OR2T2,ENST00000342927.3,chr1,248616076,+,GENCODE
OR2T27,ENST00000344889.3,chr1,248814184,-,GENCODE
OR2T29,ENST00000328570.3,chr1,248722796,-,GENCODE
OR2T3,ENST00000359594.2,chr1,248636626,+,GENCODE
OR2T33,ENST00000318021.2,chr1,248437137,-,GENCODE
OR2T34,ENST00000328782.2,chr1,248738079,-,GENCODE
OR2T35,ENST00000317450.3,chr1,248802558,-,GENCODE
OR2T4,ENST00000366475.1,chr1,248524882,+,GENCODE
OR2T5,ENST00000366473.2,chr1,248651884,+,GENCODE
OR2T6,ENST00000355728.2,chr1,248550909,+,GENCODE
OR2T8,ENST00000319968.4,chr1,248084319,+,GENCODE
OR2V1,ENST00000329365.2,chr5,180552303,-,GENCODE
OR2V2,ENST00000328275.1,chr5,180581942,+,GENCODE
OR2W1,ENST00000377175.1,chr6,29013016,-,GENCODE
OR2W3,ENST00000360358.3,chr1,248058888,+,GENCODE
OR2W3,ENST00000537741.1,chr1,248031276,+,GENCODE
OR2Y1,ENST00000307832.2,chr5,180167098,-,GENCODE
OR2Z1,ENST00000324060.2,chr19,8841315,+,GENCODE
OR3A1,ENST00000323404.1,chr17,3195875,-,GENCODE
OR3A2,ENST00000408891.2,chr17,3182267,-,GENCODE
OR3A3,ENST00000291231.1,chr17,3323861,+,GENCODE
OR4A15,ENST00000314706.3,chr11,55135359,+,GENCODE
OR4A16,ENST00000314721.2,chr11,55110626,+,GENCODE
OR4A47,ENST00000446524.1,chr11,48510268,+,GENCODE
OR4A5,ENST00000319760.6,chr11,51412447,-,GENCODE
OR4B1,ENST00000309562.2,chr11,48238343,+,GENCODE
OR4C11,ENST00000302231.4,chr11,55371873,-,GENCODE
OR4C12,ENST00000335238.4,chr11,50004070,-,GENCODE
OR4C13,ENST00000555099.1,chr11,49973942,+,GENCODE
OR4C15,ENST00000314644.2,chr11,55321782,+,GENCODE
OR4C16,ENST00000314634.3,chr11,55339603,+,GENCODE
OR4C3,ENST00000319856.4,chr11,48346471,+,GENCODE
OR4C45,NM_001005513,chr11,48373998,-,REFSEQ
OR4C46,ENST00000328188.1,chr11,51515281,+,GENCODE
OR4C6,ENST00000314259.3,chr11,55432613,+,GENCODE
OR4D1,ENST00000268912.5,chr17,56232493,+,GENCODE
OR4D10,ENST00000530162.1,chr11,59244845,+,GENCODE
OR4D11,ENST00000313253.1,chr11,59271048,+,GENCODE
OR4D2,ENST00000545221.1,chr17,56247016,+,GENCODE
OR4D5,ENST00000307033.2,chr11,123810249,+,GENCODE
OR4D6,ENST00000300127.2,chr11,59224410,+,GENCODE
OR4D9,ENST00000329328.3,chr11,59282385,+,GENCODE
OR4E2,ENST00000408935.1,chr14,22133296,+,GENCODE
OR4F15,ENST00000332238.4,chr15,102358365,+,GENCODE
OR4F16,ENST00000332831.2,chr1,622052,-,GENCODE
OR4F17,ENST00000318050.3,chr19,110678,+,GENCODE
OR4F17,ENST00000585993.1,chr19,107470,+,GENCODE
OR4F21,ENST00000320901.3,chr8,117042,-,GENCODE
OR4F29,ENST00000426406.1,chr1,367639,+,GENCODE
OR4F3,ENST00000456475.1,chr5,180794268,+,GENCODE
OR4F4,ENST00000326183.3,chr15,102463297,-,GENCODE
OR4F5,ENST00000335137.3,chr1,69090,+,GENCODE
OR4F6,ENST00000328882.4,chr15,102345901,+,GENCODE
OR4K1,ENST00000285600.4,chr14,20403766,+,GENCODE
OR4K13,ENST00000315693.2,chr14,20502918,-,GENCODE
OR4K14,ENST00000305045.2,chr14,20483351,-,GENCODE
OR4K15,ENST00000305051.5,chr14,20443602,+,GENCODE
OR4K17,ENST00000315543.4,chr14,20585565,+,GENCODE
OR4K2,ENST00000298642.2,chr14,20344390,+,GENCODE
OR4K5,ENST00000315915.4,chr14,20388740,+,GENCODE
OR4L1,ENST00000315683.1,chr14,20528203,+,GENCODE
OR4M1,ENST00000315957.4,chr14,20248400,+,GENCODE
OR4M2,ENST00000332663.2,chr15,22368477,+,GENCODE
OR4N2,ENST00000315947.1,chr14,20295607,+,GENCODE
OR4N4,ENST00000328795.4,chr15,22382381,+,GENCODE
OR4N5,ENST00000333629.1,chr14,20611894,+,GENCODE
OR4P4,ENST00000314612.2,chr11,55405833,+,GENCODE
OR4Q3,ENST00000331723.1,chr14,20215586,+,GENCODE
OR4S1,ENST00000319988.1,chr11,48327774,+,GENCODE
OR4S2,ENST00000312422.2,chr11,55418379,+,GENCODE
OR4X1,ENST00000320048.1,chr11,48285412,+,GENCODE
OR4X2,ENST00000302329.3,chr11,48266607,+,GENCODE
OR51A2,ENST00000380371.1,chr11,4976942,-,GENCODE
OR51A4,ENST00000380373.2,chr11,4968355,-,GENCODE
OR51A7,ENST00000359350.4,chr11,4928599,+,GENCODE
OR51B2,ENST00000328813.2,chr11,5345581,-,GENCODE
OR51B4,ENST00000380224.1,chr11,5323225,-,GENCODE
OR51B5,ENST00000300773.2,chr11,5364808,-,GENCODE
OR51B6,ENST00000380219.1,chr11,5372737,+,GENCODE
OR51D1,ENST00000357605.2,chr11,4660944,+,GENCODE
OR51E1,ENST00000396952.5,chr11,4664649,+,GENCODE
OR51E2,ENST00000396950.3,chr11,4719071,-,GENCODE
OR51F1,ENST00000380383.1,chr11,4791167,-,GENCODE
OR51F2,ENST00000322110.5,chr11,4842550,+,GENCODE
OR51G1,ENST00000321961.2,chr11,4945636,-,GENCODE
OR51G2,ENST00000322013.3,chr11,4936921,-,GENCODE
OR51I1,ENST00000380211.1,chr11,5462743,-,GENCODE
OR51I2,ENST00000341449.2,chr11,5474637,+,GENCODE
OR51L1,ENST00000321543.1,chr11,5020212,+,GENCODE
OR51M1,ENST00000328611.3,chr11,5410606,+,GENCODE
OR51Q1,ENST00000300778.4,chr11,5443340,+,GENCODE
OR51S1,ENST00000322101.2,chr11,4870513,-,GENCODE
OR51T1,"ENST00000322049.1,ENST00000380378.1",chr11,4903088,+,GENCODE
OR51V1,ENST00000321255.1,chr11,5221929,-,GENCODE
OR52A1,ENST00000328942.1,chr11,5173598,-,GENCODE
OR52A1,ENST00000380367.1,chr11,5207611,-,GENCODE
OR52A5,ENST00000307388.1,chr11,5153871,-,GENCODE
OR52B2,ENST00000530810.1,chr11,6191637,-,GENCODE
OR52B4,ENST00000408920.2,chr11,4389615,-,GENCODE
OR52B6,ENST00000345043.2,chr11,5602106,+,GENCODE
OR52D1,ENST00000322641.5,chr11,5509914,+,GENCODE
OR52E2,ENST00000321522.2,chr11,5080856,-,GENCODE
OR52E4,ENST00000316987.2,chr11,5905500,+,GENCODE
OR52E6,ENST00000329322.5,chr11,5863126,-,GENCODE
OR52E8,ENST00000537935.1,chr11,5878963,-,GENCODE
OR52H1,ENST00000322653.4,chr11,5566778,-,GENCODE
OR52I1,ENST00000530443.2,chr11,4615268,+,GENCODE
OR52I2,ENST00000312614.4,chr11,4608020,+,GENCODE
OR52J3,ENST00000380370.1,chr11,5067755,+,GENCODE
OR52K1,ENST00000307632.3,chr11,4510108,+,GENCODE
OR52K2,ENST00000325719.4,chr11,4470524,+,GENCODE
OR52L1,ENST00000332249.4,chr11,6008214,-,GENCODE
OR52M1,ENST00000360213.1,chr11,4566420,+,GENCODE
OR52N1,ENST00000317078.1,chr11,5810045,-,GENCODE
OR52N2,ENST00000317037.2,chr11,5841543,+,GENCODE
OR52N4,ENST00000317254.3,chr11,5775922,+,GENCODE
OR52N5,ENST00000317093.2,chr11,5799896,-,GENCODE
OR52R1,ENST00000356069.2,chr11,4825609,-,GENCODE
OR52W1,ENST00000311352.2,chr11,6220375,+,GENCODE
OR56A1,ENST00000316650.5,chr11,6048970,-,GENCODE
OR56A3,ENST00000329564.6,chr11,5968569,+,GENCODE
OR56A4,ENST00000330728.4,chr11,6024423,-,GENCODE
OR56A5,NM_001146033,chr11,5989723,-,REFSEQ
OR56B1,ENST00000317121.3,chr11,5757680,+,GENCODE
OR56B4,ENST00000316529.3,chr11,6128913,+,GENCODE
OR5A1,ENST00000302030.2,chr11,59210616,+,GENCODE
OR5A2,ENST00000302040.4,chr11,59190448,-,GENCODE
OR5AC2,ENST00000358642.2,chr3,97806016,+,GENCODE
OR5AK2,ENST00000326855.2,chr11,56756346,+,GENCODE
OR5AN1,ENST00000313940.2,chr11,59131884,+,GENCODE
OR5AP2,"ENST00000302981.1,ENST00000544374.1",chr11,56409930,-,GENCODE
OR5AR1,ENST00000302969.2,chr11,56431137,+,GENCODE
OR5AS1,ENST00000313555.1,chr11,55797894,+,GENCODE
OR5AU1,ENST00000304418.3,chr14,21624221,-,GENCODE
OR5B12,ENST00000302572.2,chr11,58207645,-,GENCODE
OR5B17,ENST00000357377.3,chr11,58126541,-,GENCODE
OR5B2,ENST00000302581.2,chr11,58190785,-,GENCODE
OR5B21,ENST00000360374.2,chr11,58275577,-,GENCODE
OR5B3,ENST00000309403.2,chr11,58170881,-,GENCODE
OR5C1,ENST00000373680.2,chr9,125551149,+,GENCODE
OR5D13,ENST00000361760.1,chr11,55540913,+,GENCODE
OR5D14,ENST00000335605.1,chr11,55563031,+,GENCODE
OR5D16,ENST00000378396.1,chr11,55606227,+,GENCODE
OR5D18,ENST00000333976.4,chr11,55587085,+,GENCODE
OR5F1,ENST00000278409.1,chr11,55762100,-,GENCODE
OR5H1,ENST00000354565.2,chr3,97851541,+,GENCODE
OR5H14,ENST00000437310.1,chr3,97868169,+,GENCODE
OR5H15,ENST00000356526.2,chr3,97887543,+,GENCODE
OR5H2,ENST00000355273.2,chr3,98001731,+,GENCODE
OR5H6,ENST00000383696.2,chr3,97983087,+,GENCODE
OR5I1,ENST00000301532.3,chr11,55703875,-,GENCODE
OR5J2,ENST00000312298.1,chr11,55944093,+,GENCODE
OR5K1,ENST00000332650.5,chr3,98188323,+,GENCODE
OR5K2,ENST00000427338.1,chr3,98216447,+,GENCODE
OR5K3,ENST00000383695.1,chr3,98109509,+,GENCODE
OR5K4,ENST00000354924.2,chr3,98072697,+,GENCODE
OR5L1,ENST00000333973.2,chr11,55578853,+,GENCODE
OR5L2,ENST00000378397.1,chr11,55594694,+,GENCODE
OR5M1,ENST00000526538.1,chr11,56380977,-,GENCODE
OR5M10,ENST00000526812.2,chr11,56345262,-,GENCODE
OR5M11,ENST00000528616.2,chr11,56310756,-,GENCODE
OR5M3,ENST00000312240.2,chr11,56238013,-,GENCODE
OR5M8,ENST00000327216.2,chr11,56258870,-,GENCODE
OR5M9,ENST00000279791.1,chr11,56230876,-,GENCODE
OR5P2,ENST00000329434.2,chr11,7818519,-,GENCODE
OR5P3,ENST00000328375.1,chr11,7847518,-,GENCODE
OR5R1,ENST00000312253.1,chr11,56185707,-,GENCODE
OR5T1,ENST00000313033.2,chr11,56043028,+,GENCODE
OR5T2,ENST00000313264.4,chr11,56000736,-,GENCODE
OR5T3,ENST00000303059.3,chr11,56019675,+,GENCODE
OR5V1,ENST00000377154.1,chr6,29399743,-,GENCODE
OR5V1,ENST00000543825.1,chr6,29324053,-,GENCODE
OR5W2,ENST00000344514.1,chr11,55682057,-,GENCODE
OR6A2,ENST00000332601.3,chr11,6817127,-,GENCODE
OR6B1,ENST00000408922.2,chr7,143701021,+,GENCODE
OR6B2,ENST00000402971.2,chr2,240969905,-,GENCODE
OR6B3,ENST00000319423.4,chr2,240985488,-,GENCODE
OR6C1,ENST00000379668.2,chr12,55714345,+,GENCODE
OR6C2,ENST00000322678.1,chr12,55845997,+,GENCODE
OR6C3,ENST00000379667.1,chr12,55725484,+,GENCODE
OR6C4,ENST00000394256.2,chr12,55944982,+,GENCODE
OR6C6,ENST00000358433.2,chr12,55689015,-,GENCODE
OR6C65,ENST00000379665.2,chr12,55794213,+,GENCODE
OR6C68,ENST00000548615.1,chr12,55886161,+,GENCODE
OR6C70,ENST00000327335.4,chr12,55863921,-,GENCODE
OR6C74,ENST00000343870.4,chr12,55640981,+,GENCODE
OR6C75,ENST00000343399.3,chr12,55758894,+,GENCODE
OR6C76,ENST00000328314.3,chr12,55820037,+,GENCODE
OR6F1,ENST00000302084.2,chr1,247876104,-,GENCODE
OR6K2,ENST00000359610.2,chr1,158670485,-,GENCODE
OR6K3,ENST00000368145.1,chr1,158687904,-,GENCODE
OR6K6,ENST00000368144.2,chr1,158724509,+,GENCODE
OR6M1,ENST00000309154.2,chr11,123677094,-,GENCODE
OR6N1,ENST00000335094.2,chr1,158736491,-,GENCODE
OR6N2,ENST00000339258.1,chr1,158747424,-,GENCODE
OR6P1,ENST00000334632.1,chr1,158533393,-,GENCODE
OR6Q1,ENST00000302622.3,chr11,57798401,+,GENCODE
OR6S1,ENST00000320704.3,chr14,21109849,-,GENCODE
