Gene ID,TSS ID,Transcript ID,gene name,chromosome,strand,TSS source,primary TSS 5prime,primary TSS 3prime,secondary TSS 5prime,secondary TSS 3prime
LH09634,TSS57702,ENST00000474886,CFLAR-AS1,chr2,-,Annotation,202008919,202008919,202008919,202008919
LH09635,TSS57704,ENST00000593896,CFLAR-AS1,chr2,-,Annotation,202015883,202015883,202015883,202015883
LH09636,TSS57705,ENST00000601974,CFLAR-AS1,chr2,-,Annotation,202018341,202018341,202018341,202018341
LH09637,TSS57703,P1P2,CFLAR-AS1,chr2,-,"CAGE, primary peaks",202022538,202022551,202022538,202022551
LH09638,TSS57706,CUFF.27384.1,AC007283.5,chr2,-,Annotation,202031771,202031771,202031771,202031771
LH09639,TSS57707,"CUFF.27385.1,CUFF.27385.4",AC007283.5,chr2,-,Annotation,202044463,202044463,202044463,202044463
LH09640,TSS57711,CUFF.27383.1,-,chr2,-,Annotation,202355542,202355542,202355542,202355542
LH09641,TSS57720,CUFF.27403.1,RP11-107N15.1,chr2,-,"CAGE, robust peak",202898255,202898268,202898255,202898268
LH09642,TSS57728,ENST00000447111,AC079354.5,chr2,-,Annotation,203044114,203044114,203044114,203044114
LH09643,TSS57729,CUFF.27404.1,-,chr2,-,Annotation,203170732,203170732,203170732,203170732
LH09644,TSS57734,ENST00000607928,RP11-686O6.2,chr2,-,Annotation,203240327,203240327,203240327,203240327
LH09645,TSS57732,CUFF.27417.4,RP11-686O6.2,chr2,-,"CAGE, robust peak",203241745,203241785,203241611,203241612
LH09646,TSS57735,CUFF.27416.1,-,chr2,-,Annotation,203415841,203415841,203415841,203415841
LH09647,TSS57736,CUFF.27419.3,-,chr2,-,Annotation,204090928,204090928,204090928,204090928
LH09648,TSS57738,P1P2,-,chr2,-,"CAGE, primary peaks",204104444,204104473,204104444,204104473
LH09649,TSS57739,"CUFF.27424.1,CUFF.27424.2",-,chr2,-,Annotation,204170823,204170823,204170823,204170823
LH09650,TSS57740,"CUFF.27424.3,CUFF.27424.6",-,chr2,-,Annotation,204171017,204171017,204171017,204171017
LH09651,TSS57744,P1P2,RP11-363J17.1,chr2,-,"CAGE, primary peaks",204193578,204193594,204193578,204193594
LH09652,TSS57788,CUFF.27503.1,-,chr2,-,Annotation,207660622,207660622,207660622,207660622
LH09653,TSS57787,CUFF.27501.1,LINC-FASTKD2-1,chr2,-,Annotation,207665505,207665505,207665505,207665505
LH09654,TSS57792,ENST00000428777,KLF7-IT1,chr2,-,Annotation,207986768,207986768,207986768,207986768
LH09655,TSS57797,ENST00000432413,AC007879.5,chr2,-,Annotation,208118976,208118976,208118976,208118976
LH09656,TSS57801,P1P2,AC007879.5,chr2,-,"CAGE, primary peaks",208394494,208394499,208394494,208394499
LH09657,TSS57807,ENST00000609146,RP11-801F7.1,chr2,-,Annotation,208619159,208619159,208619159,208619159
LH09658,TSS57809,ENST00000343987,AC096772.6,chr2,-,Annotation,208687493,208687493,208687493,208687493
LH09659,TSS57812,CUFF.27509.1,-,chr2,-,Annotation,209177025,209177025,209177025,209177025
LH09660,TSS57828,"CUFF.27622.1,CUFF.27622.2",-,chr2,-,Annotation,209723511,209723511,209723511,209723511
LH09661,TSS57824,CUFF.27621.7,-,chr2,-,Annotation,210169681,210169681,210169681,210169681
LH09662,TSS57854,CUFF.27555.1,-,chr2,-,Annotation,214264281,214264281,214264281,214264281
LH09663,TSS57861,CUFF.27556.2,-,chr2,-,Annotation,216167641,216167641,216167641,216167641
LH09664,TSS57862,CUFF.27557.1,-,chr2,-,Annotation,216169375,216169375,216169375,216169375
LH09665,TSS57863,CUFF.27558.1,-,chr2,-,Annotation,216218020,216218020,216218020,216218020
LH09666,TSS57883,ENST00000413311,AC093382.1,chr2,-,Annotation,216806442,216806442,216806442,216806442
LH09667,TSS57884,"CUFF.27578.2,CUFF.27578.3,CUFF.27578.4,CUFF.27578.5",RP11-566E18.3,chr2,-,Annotation,217081831,217081831,217081831,217081831
LH09668,TSS57887,P1P2,AC098820.3,chr2,-,"CAGE, primary peaks",217363456,217363486,217363487,217363511
LH09669,TSS57902,CUFF.27764.1,-,chr2,-,Annotation,217971516,217971516,217971516,217971516
LH09670,TSS57916,"CUFF.27597.1,CUFF.27597.3",-,chr2,-,"CAGE, robust peak",219081904,219081939,219081904,219081939
LH09671,TSS57917,CUFF.27603.1,RP11-378A13.1,chr2,-,Annotation,219121123,219121123,219121123,219121123
LH09672,TSS57926,ENST00000425481,AC021016.6,chr2,-,Annotation,219232045,219232045,219232045,219232045
LH09673,TSS57925,P1P2,AC021016.6,chr2,-,"CAGE, primary peaks",219232567,219232585,219232537,219232562
LH09674,TSS57927,ENST00000608367,RP11-378A13.2,chr2,-,"CAGE, robust peak",219264141,219264142,219264141,219264142
LH09675,TSS57928,CUFF.27606.1,-,chr2,-,"CAGE, robust peak",219271128,219271175,219271128,219271175
LH09676,TSS57929,ENST00000607946,RP11-548H3.1,chr2,-,Annotation,219498737,219498737,219498737,219498737
LH09677,TSS57930,CUFF.27611.1,-,chr2,-,Annotation,219501279,219501279,219501279,219501279
LH09678,TSS57931,CUFF.27612.1,-,chr2,-,Annotation,219626851,219626851,219626851,219626851
LH09679,TSS57942,ENST00000607956,RP11-33O4.1,chr2,-,Annotation,219934531,219934531,219934531,219934531
LH09680,TSS57943,CUFF.27638.1,-,chr2,-,CAGE permissive peak,220065580,220065587,220065580,220065587
LH09681,TSS57946,CUFF.27640.2,-,chr2,-,Annotation,220226605,220226605,220226605,220226605
LH09682,TSS57952,P1P2,AC053503.11,chr2,-,"CAGE, primary peaks",220381706,220381717,220381706,220381717
LH09683,TSS57954,ENST00000596829,RP11-256I23.1,chr2,-,Annotation,220412380,220412380,220412380,220412380
LH09684,TSS57955,CUFF.27650.1,-,chr2,-,Annotation,220413968,220413968,220413968,220413968
LH09685,TSS58001,P1P2,RP11-384O8.1,chr2,-,"CAGE, primary peaks",223183012,223183015,223183012,223183015
LH09686,TSS58002,NLT_00004428,SGPP2-AS1,chr2,-,Annotation,223426611,223426611,223426611,223426611
LH09687,TSS58003,NLT_00004429,SGPP2-AS1,chr2,-,Annotation,223431289,223431289,223431289,223431289
LH09688,TSS58004,ENST00000568928,RP11-16P6.1,chr2,-,Annotation,223434438,223434438,223434438,223434438
LH09689,TSS58016,CUFF.27679.1,-,chr2,-,Annotation,223806254,223806254,223806254,223806254
LH09690,TSS58036,CUFF.27703.2,-,chr2,-,Annotation,224588943,224588943,224588943,224588943
LH09691,TSS58039,ENST00000425192,AC073641.2,chr2,-,Annotation,224832423,224832423,224832423,224832423
LH09692,TSS58038,CUFF.27707.1,AC073641.2,chr2,-,Annotation,224833680,224833680,224833680,224833680
LH09693,TSS58053,"CUFF.27743.1,CUFF.27743.2",-,chr2,-,Annotation,226321275,226321275,226321275,226321275
LH09694,TSS58090,ENST00000437673,AC097662.2,chr2,-,Annotation,228129889,228129889,228129889,228129889
LH09695,TSS58088,P1P2,AC097662.2,chr2,-,"CAGE, primary peaks",228189894,228189946,228189894,228189946
LH09696,TSS58091,CUFF.27778.1,-,chr2,-,Annotation,228256698,228256698,228256698,228256698
LH09697,TSS58102,CUFF.27779.4,-,chr2,-,Annotation,228425938,228425938,228425938,228425938
LH09698,TSS58100,"CUFF.27779.1,CUFF.27779.2",-,chr2,-,Annotation,228426075,228426075,228426075,228426075
LH09699,TSS58103,CUFF.27779.5,-,chr2,-,Annotation,228427460,228427460,228427460,228427460
LH09700,TSS58110,CUFF.27785.1,-,chr2,-,Annotation,228682952,228682952,228682952,228682952
LH09701,TSS58113,CUFF.27844.1,AC009410.1,chr2,-,Annotation,229391940,229391940,229391940,229391940
LH09702,TSS58115,CUFF.27844.4,AC009410.1,chr2,-,Annotation,229433368,229433368,229433368,229433368
LH09703,TSS58116,P1P2,AC009410.1,chr2,-,"CAGE, primary peaks",229476094,229476121,229476094,229476121
LH09704,TSS58128,CUFF.27827.1,-,chr2,-,Annotation,231179932,231179932,231179932,231179932
LH09705,TSS58129,CUFF.27823.1,-,chr2,-,Annotation,231273039,231273039,231273039,231273039
LH09706,TSS58137,CUFF.27854.1,-,chr2,-,Annotation,231371869,231371869,231371869,231371869
LH09707,TSS58131,CUFF.27850.1,-,chr2,-,Annotation,231377996,231377996,231377996,231377996
LH09708,TSS58134,CUFF.27850.4,-,chr2,-,Annotation,231379807,231379807,231379807,231379807
LH09709,TSS58139,CUFF.27831.1,-,chr2,-,Annotation,231523803,231523803,231523803,231523803
LH09710,TSS58140,CUFF.27831.2,-,chr2,-,Annotation,231523983,231523983,231523983,231523983
LH09711,TSS58142,CUFF.27831.8,-,chr2,-,Annotation,231525093,231525093,231525093,231525093
LH09712,TSS58147,CUFF.27828.1,-,chr2,-,Annotation,231668512,231668512,231668512,231668512
LH09713,TSS58160,CUFF.27846.1,-,chr2,-,Annotation,232039809,232039809,232039809,232039809
LH09714,TSS58161,CUFF.27848.1,-,chr2,-,Annotation,232243520,232243520,232243520,232243520
LH09715,TSS58162,CUFF.27848.3,-,chr2,-,Annotation,232243755,232243755,232243755,232243755
LH09716,TSS58166,P1P2,LINC00471,chr2,-,"CAGE, primary peaks",232379045,232379108,232378982,232379004
LH09717,TSS58181,CUFF.27883.1,-,chr2,-,Annotation,232594888,232594888,232594888,232594888
LH09718,TSS58185,ENST00000413841,AC105461.1,chr2,-,Annotation,232880430,232880430,232880430,232880430
LH09719,TSS58186,CUFF.27890.1,-,chr2,-,Annotation,233001216,233001216,233001216,233001216
LH09720,TSS58190,CUFF.27917.1,-,chr2,-,Annotation,233205495,233205495,233205495,233205495
LH09721,TSS58212,P1P2,AC073254.1,chr2,-,"CAGE, primary peaks",233449091,233449096,233449091,233449096
LH09722,TSS58209,CUFF.27977.4,AC073254.1,chr2,-,Annotation,233474444,233474444,233474444,233474444
LH09723,TSS58211,"ENST00000415506,CUFF.27977.14,ENST00000597495",AC073254.1,chr2,-,Annotation,233476650,233476650,233476650,233476650
LH09724,TSS58217,ENST00000427571,AC064852.4,chr2,-,Annotation,233632659,233632659,233632659,233632659
LH09725,TSS58221,CUFF.27927.3,-,chr2,-,Annotation,234003686,234003686,234003686,234003686
LH09726,TSS58223,CUFF.27926.3,-,chr2,-,Annotation,234085145,234085145,234085145,234085145
LH09727,TSS58225,"CUFF.27926.6,CUFF.27926.7",-,chr2,-,CAGE permissive peak,234088720,234088727,234088720,234088727
LH09728,TSS58230,"CUFF.27925.1,CUFF.27925.3",-,chr2,-,Annotation,234372483,234372483,234372483,234372483
LH09729,TSS58231,CUFF.27928.2,-,chr2,-,Annotation,234378228,234378228,234378228,234378228
LH09730,TSS58237,CUFF.27938.1,-,chr2,-,Annotation,234888662,234888662,234888662,234888662
LH09731,TSS58244,CUFF.27975.21,-,chr2,-,Annotation,235199274,235199274,235199274,235199274
LH09732,TSS58259,CUFF.27947.1,-,chr2,-,Annotation,235442781,235442781,235442781,235442781
LH09733,TSS58272,CUFF.27948.2,-,chr2,-,Annotation,235887313,235887313,235887313,235887313
LH09734,TSS58273,P1P2,-,chr2,-,"CAGE, primary peaks",235962543,235962547,235962543,235962547
LH09735,TSS58284,CUFF.27972.2,-,chr2,-,Annotation,236301552,236301552,236301552,236301552
LH09736,TSS58293,CUFF.27983.3,-,chr2,-,Annotation,236656523,236656523,236656523,236656523
LH09737,TSS58295,CUFF.27984.2,-,chr2,-,Annotation,237040441,237040441,237040441,237040441
LH09738,TSS58297,"CUFF.27984.4,CUFF.27984.6",-,chr2,-,Annotation,237040721,237040721,237040721,237040721
LH09739,TSS58294,CUFF.27984.1,-,chr2,-,Annotation,237040909,237040909,237040909,237040909
LH09740,TSS58320,P1P2,AC105760.2,chr2,-,"CAGE, primary peaks",237994457,237994473,237994387,237994425
LH09741,TSS58348,P1P2,AC112721.2,chr2,-,"CAGE, primary peaks",238343455,238343486,238343487,238343492
LH09742,TSS58349,CUFF.28022.1,-,chr2,-,Annotation,238360674,238360674,238360674,238360674
LH09743,TSS58351,"CUFF.28034.1,CUFF.28034.2",-,chr2,-,Annotation,238426963,238426963,238426963,238426963
LH09744,TSS58352,CUFF.28038.3,-,chr2,-,Annotation,238460096,238460096,238460096,238460096
LH09745,TSS58368,"CUFF.28044.1,CUFF.28044.2,CUFF.28044.4",-,chr2,-,Annotation,238954294,238954294,238954294,238954294
LH09746,TSS58378,CUFF.28059.2,-,chr2,-,Annotation,239331859,239331859,239331859,239331859
LH09747,TSS58399,P1P2,AC144525.1,chr2,-,"CAGE, primary peaks",239698147,239698197,239698222,239698229
LH09747,TSS58400,P1P2,AC144525.1,chr2,-,"CAGE, primary peaks",239698147,239698197,239698222,239698229
LH09748,TSS58405,P1P2,-,chr2,-,"CAGE, primary peaks",239756536,239756564,239756536,239756564
LH09749,TSS58411,CUFF.28144.24,-,chr2,-,Annotation,239870146,239870146,239870146,239870146
LH09750,TSS58462,CUFF.28169.10,-,chr2,-,Annotation,241327166,241327166,241327166,241327166
LH09751,TSS58471,P1P2,CAPN10-AS1,chr2,-,"CAGE, primary peaks",241525717,241525753,241526007,241526041
LH09752,TSS58496,P1P2,AC005237.4,chr2,-,"CAGE, primary peaks",242003527,242003540,242003527,242003540
LH09753,TSS58499,ENST00000414896,AC005104.3,chr2,-,Annotation,242292519,242292519,242292519,242292519
LH09754,TSS58510,CUFF.28184.2,-,chr2,-,Annotation,242518690,242518690,242518690,242518690
LH09755,TSS58511,CUFF.28184.3,-,chr2,-,Annotation,242519136,242519136,242519136,242519136
LH09756,TSS58509,CUFF.28184.1,-,chr2,-,Annotation,242519248,242519248,242519248,242519248
LH09757,TSS58512,CUFF.28184.6,-,chr2,-,Annotation,242520249,242520249,242520249,242520249
LH09758,TSS58514,CUFF.28188.1,-,chr2,-,Annotation,242644603,242644603,242644603,242644603
LH09759,TSS58515,P1P2,AC114730.11,chr2,-,"CAGE, primary peaks",242664820,242664830,242664820,242664830
LH09760,TSS58516,NLT_00004452,LINC-D2HGDH-2,chr2,-,CAGE permissive peak,242673948,242673997,242673818,242673823
LH09761,TSS58518,CUFF.28198.1,-,chr2,-,Annotation,242688343,242688343,242688343,242688343
LH09762,TSS58519,"CUFF.28201.1,CUFF.28201.2",AC114730.7,chr2,-,Annotation,242695155,242695155,242695155,242695155
LH09763,TSS58522,CUFF.28199.3,-,chr2,-,Annotation,242705762,242705762,242705762,242705762
LH09764,TSS58525,CUFF.28204.2,LINC-D2HGDH-1,chr2,-,Annotation,242713195,242713195,242713195,242713195
LH09765,TSS58533,CUFF.28212.2,-,chr2,-,Annotation,242746937,242746937,242746937,242746937
LH09766,TSS58539,CUFF.28206.1,AC114730.2,chr2,-,Annotation,242788020,242788020,242788020,242788020
LH09767,TSS58540,CUFF.28206.2,AC114730.2,chr2,-,Annotation,242788139,242788139,242788139,242788139
LH09768,TSS58541,CUFF.28203.1,-,chr2,-,Annotation,242805865,242805865,242805865,242805865
LH09769,TSS58543,"CUFF.28299.2,CUFF.28299.4",AC093642.3,chr2,-,Annotation,242912930,242912930,242912930,242912930
LH09770,TSS58552,CUFF.28211.1,-,chr2,-,Annotation,243070125,243070125,243070125,243070125
LH09771,TSS58560,CUFF.28232.13,-,chr2,-,Annotation,243175224,243175224,243175224,243175224
LH09772,TSS58563,CUFF.28230.1,RP5-1103G7.4,chr20,+,Annotation,289536,289536,289536,289536
LH09773,TSS58564,CUFF.28230.2,-,chr20,+,Annotation,292080,292080,292080,292080
LH09774,TSS58565,CUFF.28230.3,RP5-1103G7.4,chr20,+,Annotation,295660,295660,295660,295660
LH09775,TSS58566,CUFF.28230.4,RP5-1103G7.4,chr20,+,Annotation,296689,296689,296689,296689
LH09776,TSS58570,CUFF.28222.1,-,chr20,+,Annotation,455204,455204,455204,455204
LH09777,TSS58572,CUFF.28243.2,-,chr20,+,CAGE permissive peak,634058,634094,634120,634121
LH09778,TSS58604,P1P2,SDCBP2-AS1,chr20,+,"CAGE, primary peaks",1306037,1306075,1306037,1306075
LH09779,TSS58639,P1P2,RP11-128M1.1,chr20,+,"CAGE, primary peaks",2187836,2187853,2188059,2188078
LH09780,TSS58648,CUFF.28295.1,-,chr20,+,Annotation,2803904,2803904,2803904,2803904
LH09781,TSS58656,CUFF.28313.6,-,chr20,+,"CAGE, robust peak",3154591,3154617,3154591,3154617
LH09782,TSS58657,CUFF.28313.7,-,chr20,+,Annotation,3155679,3155679,3155679,3155679
LH09783,TSS58658,CUFF.28313.8,-,chr20,+,Annotation,3168139,3168139,3168139,3168139
LH09784,TSS58659,CUFF.28313.9,-,chr20,+,Annotation,3168898,3168898,3168898,3168898
LH09785,TSS58660,CUFF.28313.11,-,chr20,+,Annotation,3169218,3169218,3169218,3169218
LH09786,TSS58670,P1P2,-,chr20,+,"CAGE, primary peaks",3788984,3788995,3788984,3788995
LH09787,TSS58671,CUFF.28320.2,-,chr20,+,Annotation,3792121,3792121,3792121,3792121
LH09788,TSS58682,P1P2,RP4-779E11.3,chr20,+,"CAGE, primary peaks",4173681,4173721,4173681,4173721
LH09789,TSS58720,CUFF.28482.1,RP5-1022P6.7,chr20,+,Annotation,5477925,5477925,5477925,5477925
LH09790,TSS58725,CUFF.28373.1,-,chr20,+,Annotation,5566585,5566585,5566585,5566585
LH09791,TSS58736,CUFF.28382.1,-,chr20,+,Annotation,6798905,6798905,6798905,6798905
LH09792,TSS58770,ENST00000451443,PLCB1-IT1,chr20,+,Annotation,8229372,8229372,8229372,8229372
LH09793,TSS58778,CUFF.28574.8,RP11-416N4.1,chr20,+,CAGE permissive peak,10153022,10153034,10153022,10153034
LH09794,TSS58840,"CUFF.28461.1,CUFF.28461.4",-,chr20,+,Annotation,12734433,12734433,12734433,12734433
LH09795,TSS58856,CUFF.28495.4,-,chr20,+,Annotation,13318383,13318383,13318383,13318383
LH09796,TSS58861,CUFF.28493.1,-,chr20,+,Annotation,13353121,13353121,13353121,13353121
LH09797,TSS58862,CUFF.28504.1,-,chr20,+,Annotation,13355278,13355278,13355278,13355278
LH09798,TSS58863,CUFF.28505.1,-,chr20,+,Annotation,13358362,13358362,13358362,13358362
LH09799,TSS58865,CUFF.28506.1,-,chr20,+,Annotation,13690971,13690971,13690971,13690971
LH09800,TSS58872,CUFF.28543.18,-,chr20,+,CAGE permissive peak,16554153,16554159,16554203,16554210
LH09801,TSS58911,CUFF.28638.1,RP4-568F9.6,chr20,+,Annotation,18309606,18309606,18309606,18309606
LH09802,TSS58917,P1P2,LINC00493,chr20,+,"CAGE, primary peaks",18548055,18548112,18548124,18548135
LH09803,TSS58920,P1P2,RP5-1068E13.7,chr20,+,"CAGE, primary peaks",18774702,18774738,18774744,18774755
LH09804,TSS58921,ENST00000609087,RP5-1068E13.7,chr20,+,Annotation,18775173,18775173,18775173,18775173
LH09805,TSS58924,CUFF.28597.1,-,chr20,+,Annotation,18860251,18860251,18860251,18860251
LH09806,TSS58940,P1P2,RP1-122P22.2,chr20,+,"CAGE, primary peaks",19738237,19738292,19738300,19738326
LH09807,TSS58941,P1P2,RP1-122P22.2,chr20,+,"CAGE, primary peaks",19738889,19738915,19738686,19738725
LH09808,TSS58962,P1P2,PLK1S1,chr20,+,"CAGE, primary peaks",21106715,21106735,21106678,21106706
LH09809,TSS58963,ENST00000432487,PLK1S1,chr20,+,Annotation,21125966,21125966,21125966,21125966
LH09810,TSS58964,ENST00000457464,PLK1S1,chr20,+,Annotation,21126227,21126227,21126227,21126227
LH09811,TSS58965,ENST00000428699,PLK1S1,chr20,+,CAGE permissive peak,21142527,21142531,21142590,21142637
LH09812,TSS58966,"CUFF.28859.19,ENST00000419359",PLK1S1,chr20,+,Annotation,21199099,21199099,21199099,21199099
LH09813,TSS58977,ENST00000549659,NKX2-2-AS1,chr20,+,Annotation,21492085,21492085,21492085,21492085
LH09814,TSS59046,CUFF.28706.2,-,chr20,+,Annotation,23030388,23030388,23030388,23030388
LH09815,TSS59047,P1P2,-,chr20,+,"CAGE, primary peaks",23128716,23128748,23128716,23128748
LH09816,TSS59073,CUFF.28746.1,-,chr20,+,Annotation,23606225,23606225,23606225,23606225
LH09817,TSS59115,CUFF.28795.1,-,chr20,+,Annotation,24944448,24944448,24944448,24944448
LH09818,TSS59119,P1P2,ZNF337-AS1,chr20,+,"CAGE, primary peaks",25604702,25604731,25604816,25604836
LH09818,TSS59120,P1P2,ZNF337-AS1,chr20,+,"CAGE, primary peaks",25604744,25604807,25604816,25604836
LH09819,TSS59123,CUFF.28950.38,-,chr20,+,Annotation,25667556,25667556,25667556,25667556
LH09820,TSS59125,P1P2,RP13-401N8.1,chr20,+,"CAGE, primary peaks",25731814,25731865,25731814,25731865
LH09821,TSS59130,CUFF.28822.1,-,chr20,+,Annotation,25778158,25778158,25778158,25778158
LH09822,TSS59133,CUFF.28823.1,-,chr20,+,Annotation,25824873,25824873,25824873,25824873
LH09823,TSS59131,CUFF.28822.2,-,chr20,+,Annotation,25837543,25837543,25837543,25837543
LH09824,TSS59162,ENST00000421894,HM13-IT1,chr20,+,Annotation,30150969,30150969,30150969,30150969
LH09825,TSS59164,CUFF.28832.1,-,chr20,+,Annotation,30184592,30184592,30184592,30184592
LH09826,TSS59167,ENST00000412972,RP11-243J16.7,chr20,+,Annotation,30274019,30274019,30274019,30274019
LH09827,TSS59170,CUFF.28838.1,-,chr20,+,Annotation,30533350,30533350,30533350,30533350
LH09828,TSS59175,CUFF.28869.1,RP5-1184F4.5,chr20,+,CAGE permissive peak,31035533,31035583,31035533,31035583
LH09829,TSS59190,CUFF.28866.1,-,chr20,+,Annotation,31289086,31289086,31289086,31289086
LH09830,TSS59191,ENST00000569087,RP5-1085F17.3,chr20,+,Annotation,31444848,31444848,31444848,31444848
LH09831,TSS59201,ENST00000607224,RP1-63M2.6,chr20,+,Annotation,32244893,32244893,32244893,32244893
LH09832,TSS59203,CUFF.28901.1,-,chr20,+,Annotation,32264384,32264384,32264384,32264384
LH09833,TSS59207,"CUFF.28907.3,CUFF.28907.4",-,chr20,+,Annotation,32290556,32290556,32290556,32290556
LH09834,TSS59208,CUFF.28907.5,-,chr20,+,Annotation,32291917,32291917,32291917,32291917
LH09835,TSS59210,ENST00000434926,RP1-64K7.4,chr20,+,Annotation,32668955,32668955,32668955,32668955
LH09836,TSS59219,ENST00000418598,ITCH-IT1,chr20,+,Annotation,33038735,33038735,33038735,33038735
LH09837,TSS59222,CUFF.28931.1,-,chr20,+,Annotation,33442385,33442385,33442385,33442385
LH09838,TSS59223,CUFF.28936.1,-,chr20,+,Annotation,33590402,33590402,33590402,33590402
LH09839,TSS59226,CUFF.28939.1,-,chr20,+,Annotation,33888249,33888249,33888249,33888249
LH09840,TSS59227,ENST00000599751,RP3-477O4.16,chr20,+,Annotation,34106682,34106682,34106682,34106682
LH09841,TSS59229,CUFF.28942.1,-,chr20,+,Annotation,34164167,34164167,34164167,34164167
LH09842,TSS59233,CUFF.28947.1,-,chr20,+,Annotation,34214674,34214674,34214674,34214674
