File accession	File format	Software used	Encyclopedia Version	Biosample term id	Biosample type	Tissue	Type	Age	Age	Age Units	Organism	Date	Project	md5sum	Assembly	File Status	Derived from	S3 URL	Size
ENCFF690PMH	bed bed3+	candidate Cis-Regulatory Elements	ENCSR119OVW	candidate Cis-Regulatory Elements	ENCODE v4	SK-N-MC	cell line	young adult	14	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	6bb0c4e0c5b92a7a5113d3842d23b001	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/21/155a34d2-6b41-468b-a04d-1d7a02c14964/ENCFF690PMH.bed.gz	17931081
ENCFF799WYZ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR897VNH	candidate Cis-Regulatory Elements	ENCODE v4	large intestine	tissue	embryonic	105	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	a514976eb6ad29a54b33799d92e1af6d	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/27e200b1-fa7d-4ddf-8685-51713e817bad/ENCFF799WYZ.bed.gz	17990651
ENCFF091QCO	bed bed3+	candidate Cis-Regulatory Elements	ENCSR100KUL	candidate Cis-Regulatory Elements	ENCODE v4	neural progenitor cell	in vitro differentiated cells	embryonic	5	day	Homo sapiens	8/31/17	"Zhiping Weng, UMass"	e3abc6acd9571e61af1a2a0173d61a47	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/5371a56b-2cbb-43a8-846f-8e083898a5d2/ENCFF091QCO.bed.gz	17995145
ENCFF812GWK	bed bed3+	candidate Cis-Regulatory Elements	ENCSR050ERX	candidate Cis-Regulatory Elements	ENCODE v4	HL-60	cell line	adult	36	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	f9b9d809e4e31c9699c900950284ac4c	hg19	released	ENCFF939SVL	https://encode-public.s3.amazonaws.com/2017/07/10/122939c0-1f78-4abf-a6ff-e760d1e63ed3/ENCFF812GWK.bed.gz	17926610
ENCFF089YGH	bed bed3+	candidate Cis-Regulatory Elements	ENCSR948QJH	candidate Cis-Regulatory Elements	ENCODE v4	MCF-7	cell line	adult	69	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	73dd5dc81aa484a6944ed5a812445887	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/22/1080133d-4630-4b70-a262-c6c39aea9f1f/ENCFF089YGH.bed.gz	18076361
ENCFF585FXE	bed bed3+	candidate Cis-Regulatory Elements	ENCSR910BOQ	candidate Cis-Regulatory Elements	ENCODE v4	Panc1	cell line	unknown	56	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	c36b1dee8dd7cd0137edc6a6fd952452	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/07/10/20a07e26-c7ab-47e4-8de1-b9fed8574255/ENCFF585FXE.bed.gz	17889560
ENCFF839GCH	bed bed3+	candidate Cis-Regulatory Elements	ENCSR041DBD	candidate Cis-Regulatory Elements	ENCODE v4	right lobe of liver	tissue	adult	53	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	16115bb0ba7bb612555bc24f8d1ed804	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/07/10/afcfc8bd-be23-4edb-bff3-37cdc5c12637/ENCFF839GCH.bed.gz	17912543
ENCFF674CIO	bed bed3+	candidate Cis-Regulatory Elements	ENCSR529CSY	candidate Cis-Regulatory Elements	ENCODE v4	pancreas	tissue	adult	60	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	f26e83244b1e0d56be69fdde85eb457a	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/8838a46d-5bd1-435d-8d1c-c302d4686301/ENCFF674CIO.bed.gz	18028394
ENCFF543ZEK	bed bed3+	candidate Cis-Regulatory Elements	ENCSR322DLK	candidate Cis-Regulatory Elements	ENCODE v4	K562	cell line	adult	53	year	Homo sapiens	8/31/17	"Zhiping Weng, UMass"	e05a058994df0cc79fb714930f9ab64a	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/867e083e-eeb3-48ec-9c46-5e3075b3c3b0/ENCFF543ZEK.bed.gz	17997656
ENCFF080MRL	bed bed3+	candidate Cis-Regulatory Elements	ENCSR524GVD	candidate Cis-Regulatory Elements	ENCODE v4	NCI-H226	cell line	adult			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	9241fbbb87316b5c5959a3a5fb9aef47	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/f4f140c1-8034-4cc9-8bee-25919e511f72/ENCFF080MRL.bed.gz	18030975
ENCFF081XNY	bed bed3+	candidate Cis-Regulatory Elements	ENCSR043PJO	candidate Cis-Regulatory Elements	ENCODE v4	muscle layer of duodenum	tissue	adult	59	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	fa52743d9aa85a1b64a8c51e34e8671f	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/aaa6c71c-ea4c-476a-bae2-3cd171b1f607/ENCFF081XNY.bed.gz	17984819
ENCFF778ZBL	bed bed3+	candidate Cis-Regulatory Elements	ENCSR007RES	candidate Cis-Regulatory Elements	ENCODE v4	K562	cell line	adult	53	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	a8ad2d7ae037fde91cb95e56e046dd37	hg19	released	ENCFF939SVL	https://encode-public.s3.amazonaws.com/2017/07/10/4e8984d3-206f-4696-8b4d-b5f01ed5b588/ENCFF778ZBL.bed.gz	17973067
ENCFF421LWX	bed bed3+	candidate Cis-Regulatory Elements	ENCSR192XGG	candidate Cis-Regulatory Elements	ENCODE v4	stomach	tissue	embryonic	96	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	50bc03feafa1f56c1e070829a905c268	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/c0546f28-860d-48ea-ac11-a793174e8884/ENCFF421LWX.bed.gz	18066057
ENCFF653BYH	bed bed3+	candidate Cis-Regulatory Elements	ENCSR842CAO	candidate Cis-Regulatory Elements	ENCODE v4	fibroblast of skin of abdomen	primary cell	adult	22	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	a6a35ff564d990034dd44a360253da18	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/ac989bd6-1f7d-41d1-92fd-1149d4012b88/ENCFF653BYH.bed.gz	17944703
ENCFF861NJF	bed bed3+	candidate Cis-Regulatory Elements	ENCSR292FWX	candidate Cis-Regulatory Elements	ENCODE v4	muscle of trunk	tissue	embryonic	115	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	396b4502da6140a9ccf83f5e1b0c9774	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/e83e7222-720f-4c6f-9f09-155a825cad3d/ENCFF861NJF.bed.gz	18086476
ENCFF020DBJ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR093FIE	candidate Cis-Regulatory Elements	ENCODE v4	gastrocnemius medialis	tissue	adult	54	year	Homo sapiens	8/31/17	"Zhiping Weng, UMass"	7379e3205e4870c524bc18939980eced	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/b0ae1fa4-d737-43e2-b179-dfb45592aff3/ENCFF020DBJ.bed.gz	17906668
ENCFF111RAI	bed bed3+	candidate Cis-Regulatory Elements	ENCSR480XCK	candidate Cis-Regulatory Elements	ENCODE v4	Caco-2	cell line	adult	72	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	9070622c941a46c0239146e1ccd20f75	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/07/10/1c6899e2-8840-4465-bea8-dd21160e852c/ENCFF111RAI.bed.gz	17894619
ENCFF783AJR	bed bed3+	candidate Cis-Regulatory Elements	ENCSR770MKY	candidate Cis-Regulatory Elements	ENCODE v4	small intestine	tissue	embryonic	115	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	f3ec0ac5d861f54e0fc5ba8ce6a79559	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/fbcd5c45-b9e8-4fcc-b5f5-a27a34dab79f/ENCFF783AJR.bed.gz	17947569
ENCFF380ULS	bed bed3+	candidate Cis-Regulatory Elements	ENCSR261BDO	candidate Cis-Regulatory Elements	ENCODE v4	aorta	tissue	adult	34	year	Homo sapiens	8/30/17	"Zhiping Weng, UMass"	0871387e218bfe4f8b7bf783f5c0babb	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/07/10/495544a7-0304-4cfb-a7c9-4063cf80d7e3/ENCFF380ULS.bed.gz	17916085
ENCFF537TRN	bed bed3+	candidate Cis-Regulatory Elements	ENCSR963BQL	candidate Cis-Regulatory Elements	ENCODE v4	A172	cell line	adult	53	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	3644ed4dbcd04896cc3299cbd5982388	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/07615484-c1b8-4240-bead-db70670bf2cb/ENCFF537TRN.bed.gz	17970058
ENCFF513NBU	bed bed3+	candidate Cis-Regulatory Elements	ENCSR495GKN	candidate Cis-Regulatory Elements	ENCODE v4	neurosphere	primary cell	embryonic	17	week	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	262483823db2b90cf528af75b5542688	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/4069fea2-5cc7-4ab8-b050-d41b2fb5e287/ENCFF513NBU.bed.gz	17908597
ENCFF386KIG	bed bed3+	candidate Cis-Regulatory Elements	ENCSR124THT	candidate Cis-Regulatory Elements	ENCODE v4	NT2/D1	cell line	unknown	22	year	Homo sapiens	8/31/17	"Zhiping Weng, UMass"	bbe1532d706a7dfc839297f29b83493b	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/db1a2699-8f32-47ea-84ab-1448224159a1/ENCFF386KIG.bed.gz	18000937
ENCFF283KZZ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR334THK	candidate Cis-Regulatory Elements	ENCODE v4	left lung	tissue	embryonic	117	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	218d38fbe17c34a880a076ad5cb0caf6	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/72c9c4e4-0fdb-483a-86f2-5654187b635b/ENCFF283KZZ.bed.gz	18002034
ENCFF255HZA	bed bed3+	candidate Cis-Regulatory Elements	ENCSR837KRJ	candidate Cis-Regulatory Elements	ENCODE v4	hematopoietic multipotent progenitor cell	in vitro differentiated cells	adult	34	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	028e0a3d5e0e990d725181bbc46a2df1	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/2cd93512-ada1-4008-8784-5b43c46de312/ENCFF255HZA.bed.gz	17932036
ENCFF173JMR	bed bed3+	candidate Cis-Regulatory Elements	ENCSR756VPL	candidate Cis-Regulatory Elements	ENCODE v4	eye	tissue	embryonic	76	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	891f920cdb41879e0e60ef6c263b7c6a	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/42e95363-871c-4cef-aef0-685bab6ac0a6/ENCFF173JMR.bed.gz	18021209
ENCFF437RMZ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR664LNJ	candidate Cis-Regulatory Elements	ENCODE v4	heart	tissue	embryonic	120	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	694952cfa643c176adb1aabbb7427b8b	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/8ea941ee-3983-451d-816b-4dc1b3526a12/ENCFF437RMZ.bed.gz	18016010
ENCFF144PXA	bed bed3+	candidate Cis-Regulatory Elements	ENCSR392NNY	candidate Cis-Regulatory Elements	ENCODE v4	left renal pelvis	tissue	embryonic	105	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	bea6d22af0fa58378ff948d28667122e	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/16763b78-4c24-42fe-90f6-965d65e8c1d6/ENCFF144PXA.bed.gz	18001215
ENCFF073SYL	bed bed3+	candidate Cis-Regulatory Elements	ENCSR774TTG	candidate Cis-Regulatory Elements	ENCODE v4	thyroid gland	tissue	adult	51	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	2cf48dd44ac85433475eeeac5588523b	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/9da8573d-7964-4d1d-9664-45fa384a3e3c/ENCFF073SYL.bed.gz	18013111
ENCFF814HEC	bed bed3+	candidate Cis-Regulatory Elements	ENCSR347VUE	candidate Cis-Regulatory Elements	ENCODE v4	right lung	tissue	embryonic	117	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	45073efe66b42f514438aa4e32d0bb57	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/aa4cd7cf-59a4-4368-9634-ae3230747af0/ENCFF814HEC.bed.gz	17993455
ENCFF208BAL	bed bed3+	candidate Cis-Regulatory Elements	ENCSR215JON	candidate Cis-Regulatory Elements	ENCODE v4	H9	cell line	embryonic	5	day	Homo sapiens	8/31/17	"Zhiping Weng, UMass"	4961da714827864ca4b98c861c5a0a30	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/3d58b30a-1520-4c4a-9fff-43d9200e6d96/ENCFF208BAL.bed.gz	17998590
ENCFF687KJI	bed bed3+	candidate Cis-Regulatory Elements	ENCSR117DKP	candidate Cis-Regulatory Elements	ENCODE v4	ovary	tissue	adult	30	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	4387d23301b32bb1f6a2be5115e5bc6e	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/f997f042-ed45-4159-a2a4-1792fbb4e885/ENCFF687KJI.bed.gz	18014412
ENCFF047DIR	bed bed3+	candidate Cis-Regulatory Elements	ENCSR455FOB	candidate Cis-Regulatory Elements	ENCODE v4	body of pancreas	tissue	adult	54	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	8dc4da6150d977ba889d3c6ca2101416	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/648ae3bb-65a6-4ea1-96de-a7d74456949b/ENCFF047DIR.bed.gz	17868578
ENCFF783VRQ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR077QON	candidate Cis-Regulatory Elements	ENCODE v4	renal pelvis	tissue	embryonic	89	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	257a5316b55e2403d32a803ba7d2cddb	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/760a68bf-7978-4d28-9ce5-b35265725ae6/ENCFF783VRQ.bed.gz	18009968
ENCFF577MSU	bed bed3+	candidate Cis-Regulatory Elements	ENCSR270ECP	candidate Cis-Regulatory Elements	ENCODE v4	spleen	tissue	embryonic	112	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	0ca31d92455319ebe6de07a2d067d07d	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/948083e4-47a6-4bcc-81ab-7246128da59d/ENCFF577MSU.bed.gz	17995745
ENCFF744JZU	bed bed3+	candidate Cis-Regulatory Elements	ENCSR042SYS	candidate Cis-Regulatory Elements	ENCODE v4	placenta	tissue	embryonic	113	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	7a5874a354eea10be0e57cfc34769118	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/aaf6ae1a-111e-48f8-a51f-ad7ef0c675e4/ENCFF744JZU.bed.gz	18054666
ENCFF817SSM	bed bed3+	candidate Cis-Regulatory Elements	ENCSR029YJC	candidate Cis-Regulatory Elements	ENCODE v4	fibroblast of dermis	primary cell	unknown			Homo sapiens	8/31/17	"Zhiping Weng, UMass"	e09d6536974f1fe1adb4d34b8fcddd21	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/a8e4c1c7-928f-4a16-a9d6-d899f5f8e3e8/ENCFF817SSM.bed.gz	18072229
ENCFF198KQN	bed bed3+	candidate Cis-Regulatory Elements	ENCSR530IVF	candidate Cis-Regulatory Elements	ENCODE v4	SK-N-MC	cell line	young adult	14	year	Homo sapiens	8/31/17	"Zhiping Weng, UMass"	11d5a08ade245820706b7587ba87c69a	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/3113e6c6-7ef3-417a-8f5a-1ec4b3230774/ENCFF198KQN.bed.gz	17979178
ENCFF627TRY	bed bed3+	candidate Cis-Regulatory Elements	ENCSR682JOH	candidate Cis-Regulatory Elements	ENCODE v4	rectal smooth muscle tissue	tissue	adult	50	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	dd968bb0be367e61a2948603f8ba30e6	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/9ebaa10f-3d80-481f-a300-291053a97b7c/ENCFF627TRY.bed.gz	17977655
ENCFF551HWS	bed bed3+	candidate Cis-Regulatory Elements	ENCSR629KKN	candidate Cis-Regulatory Elements	ENCODE v4	foreskin melanocyte	primary cell	postnatal			Homo sapiens	8/29/17	"Zhiping Weng, UMass"	7f334ab4e7937c8d09ed975c2244b5e3	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/21/b01e3e1e-61a7-4e7d-b5fc-a5372cb1ac8e/ENCFF551HWS.bed.gz	17896364
ENCFF069ZQD	bed bed3+	candidate Cis-Regulatory Elements	ENCSR953LHC	candidate Cis-Regulatory Elements	ENCODE v4	renal cortex interstitium	tissue	embryonic	120	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	02d0c5b2ea3c7be2ba291c71c0e2f763	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/cf840c90-f3eb-4a90-a09e-27bb81879ba3/ENCFF069ZQD.bed.gz	18005949
ENCFF315YEI	bed bed3+	candidate Cis-Regulatory Elements	ENCSR530XII	candidate Cis-Regulatory Elements	ENCODE v4	neuroepithelial stem cell	in vitro differentiated cells	embryonic	5	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	e9266a5b266776c2722b27e8a614406f	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/6483b001-aec7-4d41-8a59-026aa4beecbe/ENCFF315YEI.bed.gz	17976858
ENCFF886BFO	bed bed3+	candidate Cis-Regulatory Elements	ENCSR134SEY	candidate Cis-Regulatory Elements	ENCODE v4	H9	cell line	unknown			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	149cdb252fbbc94384d5f73227ee41db	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/b0d8aea0-5b98-48f9-8a04-8769f5a04625/ENCFF886BFO.bed.gz	18017989
ENCFF238JBG	bed bed3+	candidate Cis-Regulatory Elements	ENCSR252IZV	candidate Cis-Regulatory Elements	ENCODE v4	Jurkat clone E61	cell line	young adult	14	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	37cb4a4a30a1bf1fc9470779da8764fe	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/8a25971c-ebdb-4a57-95e5-b54f56137ce4/ENCFF238JBG.bed.gz	17906330
ENCFF428LYD	bed bed3+	candidate Cis-Regulatory Elements	ENCSR351HUS	candidate Cis-Regulatory Elements	ENCODE v4	placenta	tissue	embryonic	113	day	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	d05aadadb9c6c353b04b79ff7d3d99a4	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/08/21/7a2193f8-8f7b-4734-bd61-76c6d052c1d2/ENCFF428LYD.bed.gz	17920348
ENCFF100CSK	bed bed3+	candidate Cis-Regulatory Elements	ENCSR619MFW	candidate Cis-Regulatory Elements	ENCODE v4	endodermal cell	in vitro differentiated cells	embryonic			Homo sapiens	8/30/17	"Zhiping Weng, UMass"	33cdd5411d7944d067268377683116b7	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/08/21/2255b993-8157-42b2-81c7-810dec69cd99/ENCFF100CSK.bed.gz	17917116
ENCFF431HOQ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR115RMF	candidate Cis-Regulatory Elements	ENCODE v4	amniotic epithelial cell	primary cell	unknown			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	323090e1f8f493bb69c1ed7de73b6ad8	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/4529c39a-7397-4972-8869-a3bef91bcb18/ENCFF431HOQ.bed.gz	18073615
ENCFF845AIH	bed bed3+	candidate Cis-Regulatory Elements	ENCSR399EMX	candidate Cis-Regulatory Elements	ENCODE v4	"CD8-positive, alpha-beta T cell"	primary cell	adult	34	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	a11fb987627b0921bbf6f3acd8b3fdc1	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/976bc752-7f80-4b5b-8ef7-5c9fe781bbac/ENCFF845AIH.bed.gz	17935685
ENCFF188UOD	bed bed3+	candidate Cis-Regulatory Elements	ENCSR628IFX	candidate Cis-Regulatory Elements	ENCODE v4	brain	tissue	embryonic	96	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	0c9d94f93f4df6412bf18a312543ec20	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/9ae1e2a2-52c3-4bd0-861f-def544019b21/ENCFF188UOD.bed.gz	18018032
ENCFF937HTU	bed bed3+	candidate Cis-Regulatory Elements	ENCSR347USR	candidate Cis-Regulatory Elements	ENCODE v4	muscle of arm	tissue	embryonic	127	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	2f077b62cc28dd77cfefe8304ee3e756	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/317e0519-82b5-40b4-8d94-6c9d6bd23bc5/ENCFF937HTU.bed.gz	17965042
ENCFF516XXS	bed bed3+	candidate Cis-Regulatory Elements	ENCSR925ADL	candidate Cis-Regulatory Elements	ENCODE v4	brain	tissue	embryonic	105	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	de70c8bf733419891446234ad634f18f	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/bbfc4b21-75e9-471e-9909-560d8c88ca1c/ENCFF516XXS.bed.gz	18009525
ENCFF455OCN	bed bed3+	candidate Cis-Regulatory Elements	ENCSR054ACU	candidate Cis-Regulatory Elements	ENCODE v4	heart	tissue	embryonic	117	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	a76ff5d059bbde5c1b4b3356a5642e90	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/260e312d-aeff-4403-9033-2c9d130387bb/ENCFF455OCN.bed.gz	17973187
ENCFF726IPM	bed bed3+	candidate Cis-Regulatory Elements	ENCSR573GVG	candidate Cis-Regulatory Elements	ENCODE v4	left renal pelvis	tissue	embryonic	120	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	16e199cfeeef750ab995215ce8b7f79d	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/b314a3f9-4f23-465c-a6e1-8eff7ceab395/ENCFF726IPM.bed.gz	17988416
ENCFF963AYK	bed bed3+	candidate Cis-Regulatory Elements	ENCSR989KLN	candidate Cis-Regulatory Elements	ENCODE v4	small intestine	tissue	embryonic	107	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	e42f156e9e6768f89780a26d22ae6093	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/a0287a72-a4e5-46c3-b046-2c0226e5d378/ENCFF963AYK.bed.gz	17986971
ENCFF707MSY	bed bed3+	candidate Cis-Regulatory Elements	ENCSR134IUH	candidate Cis-Regulatory Elements	ENCODE v4	mesenchymal stem cell	in vitro differentiated cells	embryonic			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	b9b81b7dad8dbb95e42035932bd080df	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/a176be09-e8c2-4657-b45b-e819fdc0a323/ENCFF707MSY.bed.gz	17901878
ENCFF462XWC	bed bed3+	candidate Cis-Regulatory Elements	ENCSR544BPX	candidate Cis-Regulatory Elements	ENCODE v4	kidney epithelial cell	primary cell	unknown			Homo sapiens	8/31/17	"Zhiping Weng, UMass"	6030825b01ab1f7b0eea299fab8c5ed6	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/e169a838-d380-458d-9c7d-24d57864084c/ENCFF462XWC.bed.gz	18024026
ENCFF474MUM	bed bed3+	candidate Cis-Regulatory Elements	ENCSR928EMB	candidate Cis-Regulatory Elements	ENCODE v4	muscle of arm	tissue	embryonic	85	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	fe1f445ea9b5735a76e256c7f80b4e4e	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/abad2ab0-ccab-4d03-af3f-67cbf9c6d302/ENCFF474MUM.bed.gz	18005385
ENCFF717GDZ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR018NCT	candidate Cis-Regulatory Elements	ENCODE v4	CD14-positive monocyte	primary cell	unknown			Homo sapiens	8/31/17	"Zhiping Weng, UMass"	a7c9d1f94594d9f8d23be214d961bf75	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/a73e3642-92b0-4500-ac3e-25149daed3e4/ENCFF717GDZ.bed.gz	17981926
ENCFF695MTW	bed bed3+	candidate Cis-Regulatory Elements	ENCSR789ANC	candidate Cis-Regulatory Elements	ENCODE v4	H9	cell line	embryonic	5	day	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	6741a70d83dc08f95ab630626ac96daa	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/07/10/72f640ca-1ed5-4017-a8f2-aefc00664de0/ENCFF695MTW.bed.gz	17894730
ENCFF534NGQ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR689BEW	candidate Cis-Regulatory Elements	ENCODE v4	PC-9	cell line	unknown			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	87a878e20b115063ba67162b0da8176f	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/d49dff60-554e-481b-8696-150397870acb/ENCFF534NGQ.bed.gz	18043503
ENCFF151TFU	bed bed3+	candidate Cis-Regulatory Elements	ENCSR614VGD	candidate Cis-Regulatory Elements	ENCODE v4	ovary	tissue	adult	30	year	Homo sapiens	8/31/17	"Zhiping Weng, UMass"	cc611aeb8f0be9637a654e8354d3634b	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/3f9ac57e-3579-46c8-99df-6352da8b1212/ENCFF151TFU.bed.gz	17978308
ENCFF658TQG	bed bed3+	candidate Cis-Regulatory Elements	ENCSR005YBH	candidate Cis-Regulatory Elements	ENCODE v4	heart	tissue	young adult	3	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	9feb5ff4e00ed8d4cd41c077738d15e9	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/6f23d25a-f99e-470e-b1a8-421f0c8f863c/ENCFF658TQG.bed.gz	17994150
